from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
211	211	NMSNP5_20915321	NMSNP5_20915321	1	NA	NA	chr5	4.05438130066022	0	0.022
212	212	NMSNP5_21019318	NMSNP5_21019318	1	NA	NA	chr5	3.82551380490836	0	0.035
213	213	MN5_21039080	MN5_21039080	1	21039082	21039082	chr5	4.02729806399385	0	0.023
214	214	MN5_21039146	MN5_21039146	1	21039148	21039148	chr5	3.9669751835034	0	0.026
215	215	MASC04591	MASC04591	1	21260569	21260569	chr5	3.92810446430128	0	0.028
216	216	NMSNP5_21319032	NMSNP5_21319032	1	NA	NA	chr5	3.9286825017693	0	0.028
217	217	MN5_21415676	MN5_21415676	1	21415676	21415676	chr5	3.8688538597832	0	0.032
218	218	MN5_21718779	MN5_21718779	1	21718780	21718780	chr5	4.13150528974908	0	0.018
219	219	MN5_21719081	MN5_21719081	1	21719081	21719081	chr5	4.05604278716199	0	0.021
220	220	NMSNP5_21881149	NMSNP5_21881149	1	NA	NA	chr5	4.05918441638591	0	0.021
221	221	NMSNP5_21881254	NMSNP5_21881254	1	NA	NA	chr5	4.01714949322418	0	0.023
222	222	MN5_22040876	MN5_22040876	1	22040878	22040878	chr5	3.67260368066316	0	0.052
223	223	MN5_22116737	MN5_22116737	1	22116738	22116738	chr5	3.21713020168678	0	0.118
224	224	MN5_22318136	MN5_22318136	1	22318137	22318137	chr5	3.07829224945618	0.001	0.144
225	225	MN5_22414731	MN5_22414731	1	22414702	22414702	chr5	3.43583632491935	0	0.082
226	226	MN5_22415000	MN5_22415000	1	22415002	22415002	chr5	3.03305529093618	0	0.152
227	227	MN5_22627502	MN5_22627502	1	22627503	22627503	chr5	2.99787998396311	0.001	0.164
228	228	NMSNP5_22714522	NMSNP5_22714522	1	NA	NA	chr5	2.76160917574016	0.002	0.252
229	229	MN5_22714627	MN5_22714627	1	22714628	22714628	chr5	2.84376283415823	0.001	0.21
230	230	NMSNP5_22918841	NMSNP5_22918841	1	NA	NA	chr5	2.28410092339328	0.004	0.505
231	231	MN5_23029638	MN5_23029638	1	23029639	23029639	chr5	2.07417465287452	0.009	0.619
232	232	NMSNP5_23115566	NMSNP5_23115566	1	NA	NA	chr5	2.06530254067409	0.008	0.623
233	233	VIN3_2942	VIN3_2942	1	23263476	23263476	chr5	1.94820098989430	0.013	0.691
234	234	VIN3_2713	VIN3_2713	1	23263705	23263705	chr5	1.68678053395568	0.023	0.856
235	235	VIN3_1614	VIN3_1614	1	23264799	23264799	chr5	1.90276385044983	0.014	0.731
236	236	VIN3_300	VIN3_300	1	23266108	23266108	chr5	2.27835770879124	0.018	0.507
237	237	NMSNP5_23270994	NMSNP5_23270994	1	NA	NA	chr5	1.05960580367752	0.08	1
238	238	MASC04571	MASC04571	1	23318122	23318122	chr5	1.13886005577514	0.064	0.999
239	239	MN5_23413242	MN5_23413242	1	23413243	23413243	chr5	1.87288890863069	0.017	0.745
240	240	MASC01545	MASC01545	1	23418059	23418059	chr5	1.67882739968227	0.034	0.859
241	241	MASC01216	MASC01216	1	23576901	23576901	chr5	2.17375884473579	0.007	0.564
242	242	MN5_23722677	MN5_23722677	1	23722678	23722678	chr5	2.37105235327189	0.002	0.449
243	243	MN5_23722914	MN5_23722914	1	23722915	23722915	chr5	2.44344722014123	0.003	0.407
244	244	NMSNP5_23815532	NMSNP5_23815532	1	NA	NA	chr5	2.64080635434440	0.003	0.315
245	245	MN5_23815654	MN5_23815654	1	23815655	23815655	chr5	2.80774833611761	0.001	0.235
246	246	MASC01063	MASC01063	1	23827712	23827712	chr5	2.74176112431455	0.001	0.258
247	247	MN5_23920457	MN5_23920457	1	23920458	23920458	chr5	2.76991442679968	0.001	0.248
248	248	MN5_23920887	MN5_23920887	1	23920889	23920889	chr5	2.62997097777593	0.002	0.315
249	249	MASC01444	MASC01444	1	23946391	23946391	chr5	2.84096505166836	0.001	0.214
250	250	MN5_24131319	MN5_24131319	1	24131304	24131304	chr5	2.83985965851272	0.001	0.214
251	251	MASC04574	MASC04574	1	24313133	24313133	chr5	2.61430693366235	0.003	0.321
252	252	MASC04576	MASC04576	1	24374794	24374794	chr5	2.59015706053302	0.003	0.329
253	253	REV_596	REV_596	1	24418222	24418222	chr5	2.71425828584013	0.002	0.269
254	254	SGCSNP18826	SGCSNP18826	1	24515188	24515188	chr5	2.74686831941182	0.001	0.257
255	255	MN5_24832902	MN5_24832902	1	24832903	24832903	chr5	2.58998533877434	0.001	0.329
256	256	MN5_24833253	MN5_24833253	1	24833246	24833246	chr5	2.60587186457188	0.001	0.325
257	257	MASC01180	MASC01180	1	24853343	24853343	chr5	2.58737835316478	0.001	0.329
258	258	MASC02943	MASC02943	1	24861686	24861686	chr5	2.6277452150555	0.001	0.315
259	259	MASC07297	MASC07297	1	24931330	24931330	chr5	2.53642641921277	0.001	0.356
260	260	BFT_191	BFT_191	1	24939112	24939112	chr5	2.5499156380691	0	0.348
261	261	BFT_297	BFT_297	1	24939218	24939218	chr5	2.40437358726691	0.002	0.434
262	262	BFT_1187	BFT_1187	1	24940099	24940099	chr5	2.57444027651243	0	0.335
263	263	NMSNP5_24996685	NMSNP5_24996685	1	NA	NA	chr5	2.74878338113066	0	0.256
264	264	MN5_24996889	MN5_24996889	1	24996890	24996890	chr5	2.64235722831701	0	0.314
265	265	MASC07055	MASC07055	1	25038593	25038593	chr5	2.6634285310368	0	0.302
266	266	CDF1_2448	CDF1_2448	1	25086200	25086200	chr5	2.62146860926712	0	0.317
267	267	CDF1_2235	CDF1_2235	1	25086412	25086412	chr5	2.5902829010619	0.001	0.329
268	268	CDF1_1519	CDF1_1519	1	25087128	25087128	chr5	2.66720432860562	0	0.297
269	269	CDF1_943	CDF1_943	1	25087704	25087704	chr5	2.63253795311618	0.001	0.315
270	270	CDF1_696	CDF1_696	1	25087951	25087951	chr5	2.93339624398537	0	0.181
271	271	ELF5_3595	ELF5_3595	1	25166541	25166541	chr5	3.15034114932507	0	0.132
272	272	ELF5_3209	ELF5_3209	1	25166927	25166927	chr5	3.16432575707439	0	0.129
273	273	ELF5_3032	ELF5_3032	1	25167104	25167104	chr5	3.21152584119690	0	0.119
274	274	ELF5_2695	ELF5_2695	1	25167441	25167441	chr5	3.18969384241083	0	0.122
275	275	ELF5_1789	ELF5_1789	1	25168347	25168347	chr5	3.48387050808768	0	0.076
276	276	ELF5_1597	ELF5_1597	1	25168539	25168539	chr5	3.56647587296317	0	0.064
277	277	MASC02746	MASC02746	1	25227991	25227991	chr5	3.73755452468413	0	0.045
278	278	MASC01306	MASC01306	1	25557152	25557152	chr5	3.62363824767142	0	0.056
279	279	MASC04437	MASC04437	1	25564922	25564922	chr5	3.81324612679368	0	0.036
280	280	MASC01591	MASC01591	1	25813437	25813437	chr5	3.64785105490607	0	0.054
281	281	MN5_25819956	MN5_25819956	1	25819957	25819957	chr5	3.90251175531708	0	0.031
282	282	MN5_25963543	MN5_25963543	1	25963544	25963544	chr5	4.14699782492445	0	0.018
283	283	MN5_26029439	MN5_26029439	1	26029440	26029440	chr5	4.44524097157869	0	0.006
284	284	MN5_26121184	MN5_26121184	1	26121185	26121185	chr5	4.62940186823699	0	0.005
285	285	MN5_26220737	MN5_26220737	1	26220738	26220738	chr5	4.86013966441034	0	0.005
286	286	MN5_26379737	MN5_26379737	1	26379738	26379738	chr5	4.67035961013975	0	0.005
287	287	MN5_26380009	MN5_26380009	1	26380011	26380011	chr5	4.97014211006847	0	0.005
288	288	MN5_26437895	MN5_26437895	1	26437897	26437897	chr5	4.99298641981766	0	0.005
289	289	MN5_26438023	MN5_26438023	1	26438025	26438025	chr5	5.13602390494959	0	0.003
290	290	MN5_26708459	MN5_26708459	1	26708460	26708460	chr5	5.45960780033414	0	0.003
291	291	MN5_26877341	MN5_26877341	1	26877342	26877342	chr5	5.38106491031132	0	0.003
